title,desc,source,cat
COVID-19: One Of First Dogs In Nation To Test Positive Dies At Age 6 - Darien Daily Voice,"COVID-19: One Of First Dogs In Nation To Test Positive Dies At Age 6 Darien Daily VoiceFirst dog to test positive for Covid-19 in the US, Buddy the German shepherd, has died CNNFirst dog that tested positive for COVID-19 dies in New York Los Angeles TimesBuddy, first dog in US to contract COVID, dies, 7-year-old German Shepherd also suffered from lymphoma MassLive.comBuddy, The First Dog To Test Positive For Covid-19 In US Dies After Euthanasia: Report ABP LiveView Full Coverage on Google News",goo,hea
First dog to test positive for coronavirus in US dies: report - Yahoo! Voices,First dog to test positive for coronavirus in US dies: report Yahoo! VoicesView Full Coverage on Google News,goo,hea
First Dog in US to Test Positive Is Dead - Newser,"First Dog in US to Test Positive Is Dead NewserBuddy The Dog Died Of Coronavirus — So Can Dogs Get It Now? Refinery29First US Dog With COVID-19 Has Died WebMD1st dog in U.S. to test positive for COVID-19 has died after 3-month illness KTLAFirst dog in United States to test positive for COVID-19 has died Boston News, Weather, Sports | WHDH 7NewsView Full Coverage on Google News",goo,hea
Riverside County sees lower than expected case increases due to technical issue - KESQ,"Riverside County sees lower than expected case increases due to technical issue KESQCoronavirus Roundup For Riverside County: News, Stats Murrieta, CA PatchRiverside County reports 382 new coronavirus cases and 7 additional deaths on Friday Desert SunRiverside County reports 382 new cases as hospitalizations continue to decrease KESQView Full Coverage on Google News",goo,hea
Seven New COVID-19 Cases in Tuolumne County - MyMotherLode.com,"Seven New COVID-19 Cases in Tuolumne County MyMotherLode.comTuolumne County crosses mark for COVID-19 'watch list,' again; first Calaveras County nursing home resident tests positive Union DemocratSeventeen New Cases of COVID-19 Reported in Calaveras County Including First Case in a Local Nursing Home Resident The Pine Tree17 New COVID-19 Cases In Calaveras County MyMotherLode.comView Full Coverage on Google News",goo,hea
Pastor tests positive for coronavirus one week after attending round table event with Trump - Raw Story,Pastor tests positive for coronavirus one week after attending round table event with Trump Raw StoryTennessee pastor tests positive for COVID-19 one week after attending meeting with Trump at White House | TheHill The HillTenn. pastor invited to White House round-table event contracts COVID-19 WVLTView Full Coverage on Google News,goo,hea
UK scientists to immunize hundreds with coronavirus vaccine - ABC News,UK scientists to immunize hundreds with coronavirus vaccine ABC NewsEU warns of risk of syringe shortages for possible COVID-19 vaccine News18View Full Coverage on Google News,goo,hea
‘America’s frontline doctor’ faces backlash over COVID-19 treatment claims - WFLA,‘America’s frontline doctor’ faces backlash over COVID-19 treatment claims WFLAView Full Coverage on Google News,goo,hea
Ashland County Public Health investigating COVID-19 outbreak at camp - Duluth News Tribune,Ashland County Public Health investigating COVID-19 outbreak at camp Duluth News TribuneMellen camp linked to 14 cases of COVID-19 – KBJR KBJR 6Kids camp near Mellen infected with coronavirus | Covid-19 Ashland Daily PressView Full Coverage on Google News,goo,hea
Road trip? Quarantines mess with Americans' travel plans - The Associated Press,"Road trip? Quarantines mess with Americans' travel plans The Associated PressSummer road trip? Quarantines are crimping some US travelers Alabama's News LeaderSummer road trip? COVID-19 restrictions, quarantines are crimping some US travelers Chicago TribuneYour summer travel checklist now needs to include knowing coronavirus restrictions at your destination OregonLiveRoad trip? Quarantines mess with Americans' travel plans SF GateView Full Coverage on Google News",goo,hea
COVID-19 vaccine 'magic bullet' could be a 'fairy tale' - Sky News Australia,"COVID-19 vaccine 'magic bullet' could be a 'fairy tale' Sky News AustraliaCovid-19: 'Not herd immunity, vaccine only option,' says govt Hindustan TimesView Full Coverage on Google News",goo,hea
"Buddy, the first dog in US with coronavirus, dies on Staten Island - FOX 5 NY","Buddy, the first dog in US with coronavirus, dies on Staten Island FOX 5 NYView Full Coverage on Google News",goo,hea
Coronavirus safety plans already put to the test as some communities start the school year,"A new school year began this week in some communities across the United States, bringing with it the first glimpse at how the Covid-19 pandemic will shape education.",cnn,hea
The Coronavirus Infected Hundreds at a Georgia Summer Camp,"The camp took precautions but did not require campers to wear masks, the C.D.C. reported. Singing and cheering may have helped spread the virus.",nyt,hea
WHO: Coronavirus pandemic is a 'once-in-a-century' health crisis - Al Jazeera English,"WHO: Coronavirus pandemic is a 'once-in-a-century' health crisis Al Jazeera EnglishKansas Citians recover from COVID-19 as pandemic enters sixth month 41 Action NewsVirus effects to last decades, WHO says six months on Yahoo! VoicesThe effects of the coronavirus pandemic will be 'felt for decades to come,' WHO chief says | TheHill The HillThere is no 'zero risk' in easing travel restrictions, WHO says ReutersView Full Coverage on Google News",goo,hea
"Health officials report 387 new COVID-19 cases, 14 additional deaths - WCVB Boston","Health officials report 387 new COVID-19 cases, 14 additional deaths WCVB Boston",goo,hea
Kern County hospitals join together for a public service announcement - Bakersfield Now,"Kern County hospitals join together for a public service announcement Bakersfield NowLocal hospitals experiencing surge of non-COVID patients, deaths KGET 17Kern County Public Health reports one new death and 924 new COVID-19 cases KGET 17View Full Coverage on Google News",goo,hea
Britain delays easing of lockdown as virus spread speeds up - MSN Money,Britain delays easing of lockdown as virus spread speeds up MSN Money,goo,hea
2 New But Early Studies Suggest COVID-19 Vaccine Could Be Given In 1 Dose : Coronavirus Live Updates - NPR,2 New But Early Studies Suggest COVID-19 Vaccine Could Be Given In 1 Dose : Coronavirus Live Updates NPRJohnson & Johnson's Coronavirus Vaccine Candidate Efficacious in Pre-Clinical Studies; Human Testing Has Begun The Motley FoolJohnson & Johnson starts human vaccine trials after monkey study New York Post Johnson & Johnson Starts Human Trial For Its COVID-19 Vaccine Candidate NDTVJohnson & Johnson COVID-19 vaccine protects monkey in single dose Kashmir LifeView Full Coverage on Google News,goo,hea
Texas Downgrades COVID Death Toll After Error Wrongly Attributes Hundreds Of Deaths To COVID - The Daily Wire,Texas Downgrades COVID Death Toll After Error Wrongly Attributes Hundreds Of Deaths To COVID The Daily Wire,goo,hea
Johnson & Johnson's single-shot coronavirus vaccine has begun human trials - MSN Money,Johnson & Johnson's single-shot coronavirus vaccine has begun human trials MSN MoneyJohnson & Johnson sees promising COVID-19 vaccine results after testing on monkeys Yahoo! VoicesJohnson & Johnson COVID-19 vaccine effective in animal trials WDIV ClickOnDetroitJ&J COVID-19 vaccine candidate protects monkeys after single dose FierceBiotechJ&J Starts Human Safety Trial for Its COVID-19 Vaccine Candidate NewsmaxView Full Coverage on Google News,goo,hea
RIP Buddy: The first dog to test positive for the coronavirus in the U.S. has died - MarketWatch,"RIP Buddy: The first dog to test positive for the coronavirus in the U.S. has died MarketWatchCovid-19 deaths remain high as vaccine optimism grows CNNBuddy The Dog Died Of Coronavirus — So Can Dogs Get It Now? Refinery291st dog in U.S. to test positive for COVID-19 has died after 3-month illness KTLABuddy, first dog that tested positive for coronavirus, dies in New York syracuse.comView Full Coverage on Google News",goo,hea
"Maine reports 24 new coronavirus cases, one additional death - Press Herald","Maine reports 24 new coronavirus cases, one additional death Press HeraldReal-time Maine coronavirus updates: Friday, July 31 NewsCenterMaine.com WCSH-WLBZJuly 31 update: Knox County records new COVID-19 case; Waldo County records recovery PenBayPilot.comKnox County reports new COVID-19 case as state sees increase - By Stephen Betts Courier-Gazette & Camden HeraldView Full Coverage on Google News",goo,hea
Johnson & Johnson Begins Trial of Covid-19 Vaccine in One-Dose Regimen - Barron's,Johnson & Johnson Begins Trial of Covid-19 Vaccine in One-Dose Regimen Barron'sView Full Coverage on Google News,goo,hea
Can you get Covid-19 through your eyes? Possibly. Should we all be wearing goggles? Probably not. - MSN Money,Can you get Covid-19 through your eyes? Possibly. Should we all be wearing goggles? Probably not. MSN Money,goo,hea
In-home care company reports 5 employees with COVID-19 - wenatcheeworld.com,In-home care company reports 5 employees with COVID-19 wenatcheeworld.com,goo,hea
Red onions linked to salmonella outbreak that has sickened people in 31 states,"A multistate outbreak of salmonella poisoning that has sickened almost 400 people in 31 states has been traced back to red onions, federal health officials said.",cnn,hea
More than 200 kids test positive for coronavirus after attending Georgia summer camp - CBS News,More than 200 kids test positive for coronavirus after attending Georgia summer camp CBS NewsView Full Coverage on Google News,goo,hea
Johnson & Johnson starts human study of COVID-19 vaccine after promising monkey data - Reuters,"Johnson & Johnson starts human study of COVID-19 vaccine after promising monkey data ReutersJohnson & Johnson sees promising COVID-19 vaccine results after testing on monkeys Yahoo! VoicesJohnson & Johnson identifies single dose lead coronavirus vaccine, begins human trials India TV NewsUK scientists immunising hundreds with experimental coronavirus vaccine 9NewsView Full Coverage on Google News",goo,hea
COVID outbreaks from large gatherings could impact Minnesota school reopenings - Minneapolis Star Tribune,"COVID outbreaks from large gatherings could impact Minnesota school reopenings Minneapolis Star TribuneCOVID-19 has arrived in Greater Minnesota MinnPostLive updates: COVID-19 hospitalizations going up in MN, health officials warn of positive test after rodeo KARE11.com779 new COVID-19 cases in Minnesota Minneapolis Star TribuneHere is Minnesota's COVID-19 update for Friday, July 31 Bring Me The NewsView Full Coverage on Google News",goo,hea
'A nightmare scenario': Health experts prepare for flu season amid COVID-19 - 9News.com KUSA,'A nightmare scenario': Health experts prepare for flu season amid COVID-19 9News.com KUSAView Full Coverage on Google News,goo,hea
OSU estimates 17% of Hermiston residents infected with coronavirus - OregonLive,"OSU estimates 17% of Hermiston residents infected with coronavirus OregonLiveEstimated 17 percent of Hermiston residents have COVID-19, researchers say KEPR 19COVID-19 spread in Hermiston found by Trace Program justifies worries KVALAs 2020 school year kicks off, Umatilla County goes online East OregonianJuly 29: Umatilla County Health Reports 20th Death from Coronvirus northeastoregonnow.comView Full Coverage on Google News",goo,hea
Alaska reports 114 new virus cases and no new deaths - Anchorage Daily News,"Alaska reports 114 new virus cases and no new deaths Anchorage Daily NewsAlaska reports 114 new COVID-19 cases KTVACity reports 1 new case, state 114 Juneau Empire108 new COVID-19 cases among Alaskans announced; 13 in Fairbanks borough Fairbanks Daily News-Miner108 new COVID-19 cases announced; 13 in Fairbanks borough | Alerts | newsminer.com Fairbanks Daily News-MinerView Full Coverage on Google News",goo,hea
US records over 25000 coronavirus deaths in July - Thomson Reuters Foundation,"US records over 25000 coronavirus deaths in July Thomson Reuters Foundation2nd US virus surge hits plateau, but few experts celebrate Fox NewsUS COVID-19 death toll soars past 155000, with one death every minute WSWSCoronavirus deaths climb in US as new cases appear to plateau The GuardianCoronavirus slammed the US Northeast and then the South and West. Now it's the heartland's turn KoamNewsNow.comView Full Coverage on Google News",goo,hea
"Staten Island dog, first to test positive for COVID in U.S., dies. Family heartbroken, confused. - SILive.com","Staten Island dog, first to test positive for COVID in U.S., dies. Family heartbroken, confused. SILive.comFirst US Dog With COVID-19 Has Died WebMDFirst dog that tested positive for COVID-19 dies in New York Los Angeles TimesCOVID-19: German Shepherd In NY, One Of First Dogs In Nation To Test Positive, Dies At Age 6 Putnam Daily VoiceFirst dog to test positive for coronavirus in US dies, reports NatGeo Malay MailView Full Coverage on Google News",goo,hea
How the coronavirus can spread through the air - pennlive.com,"How the coronavirus can spread through the air pennlive.comCan the coronavirus spread through the air? WWLP.comCan COVID spread through the air? MassLive.comCan coronavirus spread through air? Yes, it is possible Deccan HeraldView Full Coverage on Google News",goo,hea
UK scientists to immunize hundreds with coronavirus vaccine - Yahoo Lifestyle,"UK scientists to immunize hundreds with coronavirus vaccine Yahoo LifestyleRussian COVID-19 vaccine approval imminent, source says Reuters UKView Full Coverage on Google News",goo,hea
The importance of blood tests for Alzheimer's: 2 neuroscientists explain the recent findings - Yahoo News,The importance of blood tests for Alzheimer's: 2 neuroscientists explain the recent findings Yahoo NewsView Full Coverage on Google News,goo,hea
"In Rural Missouri, Latinx Communities Learn To Contain And Cope With The Coronavirus","Rural Carthage, Mo., is home to a growing community of Latin American immigrants. Language barriers and economic stress have made it harder to slow the spread of COVID-19.",npr,hea
"Human Clinical Trial Of COVID-19 Vaccine ""Covaxin"" Begins At UP Hospital - NDTV","Human Clinical Trial Of COVID-19 Vaccine ""Covaxin"" Begins At UP Hospital NDTVView Full Coverage on Google News",goo,hea
First Dog in US to Test Positive Is Dead - Newser,"First Dog in US to Test Positive Is Dead NewserBuddy The Dog Died Of Coronavirus — So Can Dogs Get It Now? Refinery291st dog in U.S. to test positive for COVID-19 has died after 3-month illness KTLAFirst US Dog With COVID-19 Has Died WebMD“It Looked Like it Was His Insides Coming Out."" First Dog to Test Positive for Coronavirus in U.S. Dies The National Interest View Full Coverage on Google News",goo,hea
US records over 25000 coronavirus deaths in July - Thomson Reuters Foundation,"US records over 25000 coronavirus deaths in July Thomson Reuters Foundation2nd US virus surge hits plateau, but few experts celebrate Fox NewsUS COVID-19 death toll soars past 155000, with one death every minute WSWSCoronavirus slammed the US Northeast and then the South and West. Now it's the heartland's turn KoamNewsNow.comCoronavirus deaths climb in US as new cases appear to plateau The GuardianView Full Coverage on Google News",goo,hea
"The effects of the coronavirus pandemic will be 'felt for decades to come,' WHO chief says | TheHill - The Hill","The effects of the coronavirus pandemic will be 'felt for decades to come,' WHO chief says | TheHill The HillWhat would a coronavirus second wave look like? | COVID-19 Special DW NewsWHO: Coronavirus pandemic is a 'once-in-a-century' health crisis Al Jazeera English""Coronavirus Effects Will Be Felt For Decades"": WHO NDTVEffects of COVID-19 will last for decades: W.H.O NEWS9 liveView Full Coverage on Google News",goo,hea
"First dog to test positive for Covid-19 in the US, Buddy the German shepherd, has died - MSN Money","First dog to test positive for Covid-19 in the US, Buddy the German shepherd, has died MSN Money",goo,hea
"Girl, 15, first case of multisystem inflammatory syndrome reported in Orange County - Orlando Sentinel","Girl, 15, first case of multisystem inflammatory syndrome reported in Orange County Orlando SentinelLocal Pediatrician speaks on MIS-C cases in Yuma KYMANew COVID-related inflammatory illness affects at least 3 children in Yuma KYMAView Full Coverage on Google News",goo,hea
UK scientists to immunize hundreds with coronavirus vaccine - Yahoo Lifestyle,"UK scientists to immunize hundreds with coronavirus vaccine Yahoo LifestyleIn UK, hundreds getting covid vaccine shots in trial, including some over age 75 LivemintView Full Coverage on Google News",goo,hea
How to volunteer for a coronavirus vaccine trial - CNET,How to volunteer for a coronavirus vaccine trial CNETView Full Coverage on Google News,goo,hea
"By the Numbers: Where Illinois Stands on Positivity Rates, ICU Beds During Phase Four - NBC Chicago","By the Numbers: Where Illinois Stands on Positivity Rates, ICU Beds During Phase Four NBC ChicagoHere's where each health region in northern Illinois stands as of Friday Northwest HeraldIDPH Friday COVID Update | Classic Hits 103.9 WLPO lcbcradio.comLake-McHenry Coronavirus Testing Positivity Rate Rises To 5.3% Lake Forest, IL PatchKane-DuPage Coronavirus Region Remains Within State Guidelines Wheaton, IL PatchView Full Coverage on Google News",goo,hea
Public Health Expert Calls To Repair Distrust In A COVID-19 Vaccine,Public health officials say a promising coronavirus vaccine is on it's way in 2021. But does that matter if only half of Americans say they're willing to get such a vaccination?,npr,hea
Online Memorial Honors Filipino Health Care Workers Who Have Died Of COVID-19,NPR's Leila Fadel speaks with Jollene Levid about her efforts to gather data and memorialize Filipino heath care workers around the world.,npr,hea
Saturday Sports: Hockey and Basketball Follow MLB As Athletes Compete In 'Bubbles',"MLB players and staff test positive for COVID--19. Professional hockey, basketball, and soccer are in ""bubbles."" And, social justice continues to be a major concern for players and fans.",npr,hea
Boston ER Doctor Helps Patients Register To Vote,"Alistar Martin is an emergency room doctor in Boston who's been tending to patients during the pandemic. He started the ""Vote ER"" program to help them register in time for the upcoming election.",npr,hea
The Coronavirus Pandemic May End The Reign Of Blue Jeans,"With most people staying at home these days, Americans are searching for comfort and ditching the denim. NPR's Leila Fadel speaks to retail journalist Abha Bhattarai about the demise of jeans.",npr,hea
White Collar Workers Put On Assembly Line As COVID-19 Shrinks Worker Population,"Due to COVID-19 worker shortages, the Honda plant in Marysville, Ohio needs some of its white collar office workers, like those in accounting, to work on the assembly line with little training.",npr,hea
"Can Humans Give Coronavirus to Bats, and Other Wildlife?",Federal agencies suggest caution in U.S. bat research to avoid transmitting the novel coronavirus to wildlife.,nyt,hea
UK scientists to immunize hundreds with coronavirus vaccine - Yahoo Lifestyle,UK scientists to immunize hundreds with coronavirus vaccine Yahoo LifestyleCNN: Russia races to approve vaccine within next two weeks - Business Insider Business InsiderMonkey vaccine paves way for human trials on coronavirus New York Daily NewsJohnson & Johnson's Coronavirus Vaccine Candidate Efficacious in Pre-Clinical Studies; Human Testing Has Begun The Motley Fool2 New But Early Studies Suggest COVID-19 Vaccine Could Be Given In 1 Dose : Coronavirus Live Updates NPRView Full Coverage on Google News,goo,hea
J&J COVID-19 vaccine candidate protects monkeys after single dose - FierceBiotech,J&J COVID-19 vaccine candidate protects monkeys after single dose FierceBiotechUK scientists to immunise hundreds with coronavirus vaccine The Indian ExpressUK scientists to expand 'well tolerated' coronavirus vaccine trial to 300 people India TodayCOVID Vaccines Enter Final Tests VOA NewsJ&J's COVID vaccine protected primates with single shot BNNView Full Coverage on Google News,goo,hea
WHO: Coronavirus pandemic is a 'once-in-a-century' health crisis - Al Jazeera English,"WHO: Coronavirus pandemic is a 'once-in-a-century' health crisis Al Jazeera EnglishThe Coronavirus Is Airborne. Keep Saying It. Slate""Coronavirus Effects Will Be Felt For Decades"": WHO NDTVThe effects of the coronavirus pandemic will be 'felt for decades to come,' WHO chief says | TheHill The HillCan the coronavirus spread through the air? WKRN News 2View Full Coverage on Google News",goo,hea
COVID-19: One Of First Dogs In Nation To Test Positive Dies At Age 6 - Darien Daily Voice,COVID-19: One Of First Dogs In Nation To Test Positive Dies At Age 6 Darien Daily VoiceView Full Coverage on Google News,goo,hea
"First dog in United States to test positive for COVID-19 has died - Boston News, Weather, Sports | WHDH 7News","First dog in United States to test positive for COVID-19 has died Boston News, Weather, Sports | WHDH 7NewsView Full Coverage on Google News",goo,hea
"WHO reports record daily increase in global coronavirus cases, up over 292,000 - Reuters","WHO reports record daily increase in global coronavirus cases, up over 292,000 ReutersView Full Coverage on Google News",goo,hea
Can you get COVID-19 through your eyes? - WJW FOX 8 News Cleveland,Can you get COVID-19 through your eyes? WJW FOX 8 News ClevelandView Full Coverage on Google News,goo,hea
"Effects of 'once in a century' coronavirus will be felt for decades, WHO warns - SBS News","Effects of 'once in a century' coronavirus will be felt for decades, WHO warns SBS NewsView Full Coverage on Google News",goo,hea
"Florida prison boss, deputy test positive for COVID after visiting virus-ridden site - Miami Herald","Florida prison boss, deputy test positive for COVID after visiting virus-ridden site Miami HeraldFDC Secretary, Deputy Secretary test positive for COVID-19 WTXL ABC 27Another inmate dies as coronavirus continues to spread in Florida prisons WJXT News4JAX FDC Secretary tests positive for COVID-19 after visit to Columbia Correctional Institution WKMG News 6 & ClickOrlandoMore Inmates And Staff Test Positive For COVID-19 At Century Prison NorthEscambia.comView Full Coverage on Google News",goo,hea
"One new COVID-19 death, 22 cases reported in Clark County - The Columbian","One new COVID-19 death, 22 cases reported in Clark County The ColumbianCOVID-19 deaths range from 50 to 96 in Clark, Greene counties WDTN.comClark County 19-year-old recovering from COVID highlights growing trend of infected young people WHIOView Full Coverage on Google News",goo,hea
COVID-19 cases in Douglas County increase to 650; county remaining in Phase 3 for now - Lawrence Journal-World,COVID-19 cases in Douglas County increase to 650; county remaining in Phase 3 for now Lawrence Journal-WorldWhat do the numbers say about COVID-19 in Forsyth County? Forsyth County News OnlineMore COVID-19 in Madison County | News | norfolkdailynews.com Norfolk Daily NewsBay County confirms 101 new COVID-19 cases - News The News HeraldView Full Coverage on Google News,goo,hea
"13 new community outbreaks increase July total, virus cases in county pass 29K - fox5sandiego.com","13 new community outbreaks increase July total, virus cases in county pass 29K fox5sandiego.com",goo,hea
"Mass. reports 387 new confirmed coronavirus cases, 14 new deaths - The Boston Globe","Mass. reports 387 new confirmed coronavirus cases, 14 new deaths The Boston Globe",goo,hea
Covid-19 deaths remain high as vaccine optimism grows - CNN,Covid-19 deaths remain high as vaccine optimism grows CNN,goo,hea
"Unclog your blocked toilet with this simple, ingenious trick -- no plunger required - CNET","Unclog your blocked toilet with this simple, ingenious trick -- no plunger required CNET",goo,hea
Why do some people never gain weight? - Live Science,Why do some people never gain weight? Live Science,goo,hea
"Illinois coronavirus: Multiple positive COVID-19 tests traced to Will Co. private prom attended by 270 students, chaperones - WLS-TV","Illinois coronavirus: Multiple positive COVID-19 tests traced to Will Co. private prom attended by 270 students, chaperones WLS-TVWill County health officials issue warning following Lincoln-Way East prom tied to COVID-19 cases Chicago TribunePrivate prom of 270 students, chaperones investigated after attendees test positive for COVID-19 Yahoo NewsView Full Coverage on Google News",goo,hea
"Maine reports 24 new coronavirus cases, one additional death - Press Herald","Maine reports 24 new coronavirus cases, one additional death Press HeraldView Full Coverage on Google News",goo,hea
US records over 25000 coronavirus deaths in July - Thomson Reuters Foundation,"US records over 25000 coronavirus deaths in July Thomson Reuters FoundationExperts predict more than 230000 U.S. coronavirus deaths by November ABC News2nd US virus surge hits plateau, but few experts celebrate Fox NewsWashington Coronavirus Deaths Jump 42 Percent in a Week As New Cases Surge NewsweekCoronavirus Latest: California Is First State to Pass 500,000 Infections The Wall Street JournalView Full Coverage on Google News",goo,hea
"The effects of the coronavirus pandemic will be 'felt for decades to come,' WHO chief says | TheHill - The Hill","The effects of the coronavirus pandemic will be 'felt for decades to come,' WHO chief says | TheHill The Hill""Coronavirus Effects Will Be Felt For Decades"": WHO NDTVWHO: Coronavirus pandemic is a 'once-in-a-century' health crisis Al Jazeera EnglishWHO convenes COVID-19 emergency committee, updates travel guidance CIDRAPCareless young people driving some COVID-19 spikes, WHO warns | Daily Sabah Daily SabahView Full Coverage on Google News",goo,hea
Woman loses loved ones to overdoses as epidemic remains amid COVID-19 - NewsChannel5.com,Woman loses loved ones to overdoses as epidemic remains amid COVID-19 NewsChannel5.comDrug overdose alert issued in Carroll County Baltimore SunFatal overdoses in Cambria County down 9% in '19 | News | tribdem.com TribDem.comPublic safety alert issued after spike in suspected opioid overdoses in Brant CTV TorontoSpike in overdoses prompts public health alert Brantford ExpositorView Full Coverage on Google News,goo,hea
"Florida prison boss, deputy test positive for COVID after visiting virus-ridden site - Miami Herald","Florida prison boss, deputy test positive for COVID after visiting virus-ridden site Miami HeraldView Full Coverage on Google News",goo,hea
"COVID-19 Statistics | July 31, 2020 - Lost Coast Outpost","COVID-19 Statistics | July 31, 2020 Lost Coast OutpostHumboldt Adds 100 Positive COVID Cases in July After Two New Confirmed on July 31 Redheaded BlackbeltView Full Coverage on Google News",goo,hea
"Human Clinical Trial Of COVID-19 Vaccine ""Covaxin"" Begins At UP Hospital - NDTV","Human Clinical Trial Of COVID-19 Vaccine ""Covaxin"" Begins At UP Hospital NDTV'Vaccine nationalism': Every country for itself? The Straits TimesView Full Coverage on Google News",goo,hea
Neanderthal Genetics May Explain Your Low Tolerance for Pain - Yahoo! Voices,Neanderthal Genetics May Explain Your Low Tolerance for Pain Yahoo! Voices,goo,hea
"Busloads of visitors swarm South Lake Tahoe park, witnesses say crowd came from Bay Area - KGO-TV","Busloads of visitors swarm South Lake Tahoe park, witnesses say crowd came from Bay Area KGO-TV",goo,hea
New COVID-19 testing site opens in south Seattle at Rainier Beach High School - KOMO News,New COVID-19 testing site opens in south Seattle at Rainier Beach High School KOMO NewsSeattle to expand free coronavirus testing across the city KIRO SeattleSeattle to open another free coronavirus testing location to reach more BIPOC Seattle TimesView Full Coverage on Google News,goo,hea
Phoebe releases Friday COVID-19 numbers - WALB,Phoebe releases Friday COVID-19 numbers WALBPhoebe reacts to claims regarding COVID-19 testing protocols WALBView Full Coverage on Google News,goo,hea
Coronavirus Live Updates: Officials Meet on Capitol Hill After $600-a-Week Lifeline for Jobless Expires,"California has confirmed over 500,000 cases. Vietnam reported its third death. Florida, already pummeled by the virus, is now facing Hurricane Isaias.",nyt,hea
"First dog to test positive for Covid-19 in the US, Buddy the German shepherd, has died - CBS46 News Atlanta","First dog to test positive for Covid-19 in the US, Buddy the German shepherd, has died CBS46 News AtlantaFirst dog to test positive for coronavirus in US dies, reports NatGeo Malay Mail1st dog that tested positive for COVID-19 dies in New York CBS17.comCoronavirus in Pets: Buddy, The First Dog to Test Positive For Covid-19 Dies in New York India.comFirst dog to test positive for coronavirus after owner fell ill has died Irish MirrorView Full Coverage on Google News",goo,hea
"Staten Island dog, first to test positive for COVID in U.S., dies. Family heartbroken, confused. - SILive.com","Staten Island dog, first to test positive for COVID in U.S., dies. Family heartbroken, confused. SILive.comRIP Buddy: The first dog to test positive for the coronavirus in the U.S. has died MarketWatchBuddy The Dog Died Of Coronavirus — So Can Dogs Get It Now? Refinery291st dog in U.S. to test positive for COVID-19 has died after 3-month illness KTLAFirst US Dog With COVID-19 Has Died WebMDView Full Coverage on Google News",goo,hea
Can you get COVID-19 through your eyes? - WJW FOX 8 News Cleveland,Can you get COVID-19 through your eyes? WJW FOX 8 News ClevelandThe Coronavirus Is Airborne. Keep Saying It. SlateCan the coronavirus spread through the air? WKRN News 2How the coronavirus can spread through the air pennlive.comNew research looks at how the coronavirus may spread through the air WKBN.comView Full Coverage on Google News,goo,hea
US records over 25000 coronavirus deaths in July - Thomson Reuters Foundation,"US records over 25000 coronavirus deaths in July Thomson Reuters Foundation2nd US virus surge hits plateau, but few experts celebrate Fox NewsU.S. records over 25,000 coronavirus deaths in July ReutersUS COVID-19 death toll soars past 155000, with one death every minute WSWSFauci says coronavirus cases in these 4 states are finally ‘coming back down’ BGRView Full Coverage on Google News",goo,hea
"Buddy, first dog that tested positive for coronavirus, dies in New York - syracuse.com","Buddy, first dog that tested positive for coronavirus, dies in New York syracuse.comThe first dog in the US to test positive for COVID-19 has died SalonCOVID-19: First dog to test positive for coronavirus in US dies Gulf News1st dog that tested positive for COVID-19 dies in New York after battle with cancer CNYcentral.comBuddy, first dog in US with COVID-19, dies in Staten Island 10NewsView Full Coverage on Google News",goo,hea
How to volunteer for a coronavirus vaccine trial - CNET,How to volunteer for a coronavirus vaccine trial CNETFour coronavirus vaccine trials underway in San Antonio KENS 5: Your San Antonio News SourceA single-shot vaccine for COVID-19 Tech ExploristJohnson & Johnson sees promising COVID-19 vaccine results after testing on monkeys ABC NewsJ&J starts human trials of COVID-19 vaccine ReutersView Full Coverage on Google News,goo,hea
"San Diego COVID-19 Outbreaks Total 38 in Past Week, Including 13 Friday - Times of San Diego","San Diego COVID-19 Outbreaks Total 38 in Past Week, Including 13 Friday Times of San Diego",goo,hea
Ulster's COVID-19 prison spike enters third day - The Daily Freeman,Ulster's COVID-19 prison spike enters third day The Daily FreemanView Full Coverage on Google News,goo,hea
Column One: Old-school treatment for a 21st century pandemic - Los Angeles Times,Column One: Old-school treatment for a 21st century pandemic Los Angeles Times,goo,hea
"Coronavirus update: Fauci, CDC face Congress as US coronavirus cases spiral higher - Yahoo Finance","Coronavirus update: Fauci, CDC face Congress as US coronavirus cases spiral higher Yahoo FinanceView Full Coverage on Google News",goo,hea
Pa. coronavirus update: 970 new cases put state at 112K; Wolf won’t close schools; Lehigh Valley goes 5th day - lehighvalleylive.com,"Pa. coronavirus update: 970 new cases put state at 112K; Wolf won’t close schools; Lehigh Valley goes 5th day lehighvalleylive.comMeasures working or data oddity? Allegheny Co. reports under 100 new cases for first time in a week WPXI PittsburghMobile home away from home? RV, tent and cabin campsites in high demand as vacationers seek pandemic-safe amenities Pittsburgh Post-GazetteAllegheny County records 2nd highest new covid-19 case count TribLIVEWhere are Pennsylvania’s 112,048 coronavirus cases? July 31 map, county-by-county breakdown PennLiveView Full Coverage on Google News",goo,hea
UK scientists to immunize hundreds with coronavirus vaccine - The Associated Press,"UK scientists to immunize hundreds with coronavirus vaccine The Associated PressUK scientists to immunise hundreds with coronavirus vaccine Jamaica GleanerHuman Trial Of India's Covid Vaccine 'Covaxin' Begins In Uttar Pradesh, 'Volunteers Are Fine' ABP LiveEU warns of risk of syringe shortages for possible COVID-19 vaccine CNAUK scientists immunize hundreds with coronavirus vaccine mymcmurray.comView Full Coverage on Google News",goo,hea
